Id,StartTime,Iterations,CongestionParam,FromX,FromY,FromZ,ToX,ToY,ToZ,Fundamental,Sigma,MinDistance,Distance
41,0,1,2,0,8,0,5,0,0,72.96852369852732,0.08708215367956354,13,6
42,0,1,2,2,4,0,0,3,0,52.21076549639563,0.17611425275381531,3,0
43,0,1,2,7,0,0,9,2,0,129.38696872760852,0.17840815705665414,4,4
44,0,1,2,5,6,0,2,0,0,136.66072188322278,0.047238368114555646,9,7
45,0,1,2,8,2,0,0,5,0,101.82307255319775,0.0413926157429404,11,11
46,0,1,2,8,0,0,3,6,0,98.9822625051219,0.18001636381572267,11,8
47,0,1,2,2,2,0,4,6,0,110.37429323542536,0.07574234437121463,6,5
48,0,1,2,5,2,0,5,8,0,54.09542117467731,0.06909369463507059,6,2
49,0,1,2,3,5,0,9,7,0,77.76372609524122,0.1729802151824563,8,5
50,0,1,2,7,2,0,0,5,0,71.36852002807893,0.05948658954740152,10,8
51,0,1,2,2,7,0,6,5,0,71.93682194006442,0.026835201259731295,6,1
52,0,1,2,8,6,0,2,5,0,73.32164570114848,0.0434434669922543,7,1
53,0,1,2,3,9,0,4,0,0,120.21245402394402,0.05852354563320078,10,8
54,0,1,2,0,2,0,0,1,0,141.19682382746925,0.04324669071402584,1,1
55,0,1,2,9,3,0,0,6,0,59.306764099842134,0.12934668546747982,12,10
56,0,1,2,6,7,0,1,8,0,105.21716866992912,0.19377876756238185,6,4
57,0,1,2,3,8,0,4,9,0,64.30115689885828,0.13364736905858185,2,0
58,0,1,2,6,5,0,2,3,0,75.2937985807369,0.038165947014587503,6,1
59,0,1,2,6,1,0,6,2,0,84.79392089348553,0.001626456208208383,1,-1
60,0,1,2,9,2,0,7,4,0,62.99760615854486,0.10198857464042144,4,2
61,0,1,2,6,4,0,5,9,0,79.21292364611071,0.014833246750552271,6,3
62,0,1,2,6,3,0,6,2,0,76.54655312570353,0.0683043791682013,1,-1
63,0,1,2,5,1,0,6,9,0,70.61151241284978,0.11329787164636258,9,4
64,0,1,2,5,1,0,8,4,0,144.12616226306068,0.15129550792725244,6,4
65,0,1,2,1,5,0,8,9,0,76.69376290541966,0.04512542318805566,11,8
66,0,1,2,9,7,0,0,3,0,108.00673701597236,0.1098216245010914,13,11
67,0,1,2,0,7,0,2,9,0,75.87531052805451,0.11744655077998688,4,4
68,0,1,2,0,1,0,2,1,0,135.62560890840322,0.1924381103102567,2,1
69,0,1,2,9,4,0,2,2,0,136.19095807853438,0.13304755270054094,9,7
70,0,1,2,5,4,0,6,5,0,141.5899603522611,0.0085490961159399,2,2
71,0,1,2,2,6,0,9,4,0,107.35036469009242,0.10348682835265433,9,8
72,0,1,2,1,2,0,2,4,0,87.89204770069797,0.10291941741547855,3,1
73,0,1,2,8,8,0,0,2,0,108.77800972499776,0.019900961838568487,14,14
74,0,1,2,1,4,0,3,7,0,73.64433992548591,0.13627898549713283,5,3
75,0,1,2,6,4,0,2,1,0,63.22447707951323,0.042383107238546595,7,4
76,0,1,2,0,2,0,3,6,0,72.79793166915707,0.18732223829299302,7,4
77,0,1,2,0,8,0,4,4,0,115.17978196564191,0.09100004658090945,8,7
78,0,1,2,8,3,0,5,9,0,57.368329563069096,0.1614941715781635,9,5
79,0,1,2,8,1,0,9,4,0,72.50168905669156,0.11682418144647443,4,2
80,0,1,2,1,1,0,6,3,0,69.01193389627464,0.13921931830626508,7,1
81,0,1,2,6,3,0,8,0,0,76.97958604477573,0.056675169160633046,5,1
82,0,1,2,9,3,0,5,1,0,63.05257256014063,0.10292467530875285,6,5
83,0,1,2,2,7,0,8,2,0,50.02184392528276,0.044442569190622554,11,6
84,0,1,2,7,5,0,3,4,0,128.49454558646585,0.12954639980239782,5,5
85,0,1,2,0,2,0,9,3,0,93.72740477634781,0.06416036446333832,10,9
86,0,1,2,1,9,0,2,2,0,57.40464808057108,0.0882643101665239,8,4
87,0,1,2,4,7,0,3,8,0,71.2984969727884,0.1250410095825735,2,1
88,0,1,2,7,1,0,7,0,0,119.32732753833763,0.003635142483792465,1,0
89,0,1,2,6,0,0,0,1,0,90.6357805316319,0.12236898888820352,7,5
90,0,1,2,3,2,0,8,2,0,81.57120806208636,0.08322433839584832,5,3
91,0,1,2,5,2,0,4,2,0,123.8930326062801,0.18320868552295616,1,0
92,0,1,2,9,4,0,1,3,0,69.09976313738154,0.16263213478765995,9,-1
93,0,1,2,8,6,0,3,3,0,111.53027019752193,0.08228610408965581,8,7
94,0,1,2,5,1,0,6,9,0,51.906614748744275,0.0029151863900197116,9,1
95,0,1,2,1,9,0,9,4,0,97.8290624754762,0.06168975989961012,13,13
96,0,1,2,6,8,0,2,7,0,143.00168151216005,0.06460841345420319,5,5
97,0,1,2,2,7,0,9,6,0,85.25669775965204,0.028610010965906037,8,7
98,0,1,2,9,3,0,6,8,0,52.11582058786253,0.1823969917429877,8,2
99,0,1,2,9,8,0,1,8,0,114.95472293733759,0.09989051214762511,8,8
100,1,1,8,3,8,0,6,8,0,69.39676625398295,0.13989389531825078,3,0
101,1,1,2,7,8,0,1,8,0,145.46015056201458,0.19627644352693507,6,8
102,1,1,8,0,3,0,4,0,0,145.29514880091244,0.08540119247013672,7,8
103,1,1,8,9,8,0,2,5,0,91.02873465148839,0.037409029935780505,10,6
104,1,1,8,1,1,0,0,2,0,62.3628293749113,0.15948788513756573,2,5
105,1,1,2,1,0,0,0,0,0,108.31058960346112,0.0013178187044599354,1,1
106,1,1,8,6,5,0,4,8,0,140.98919724970443,0.11374463307668062,5,7
107,1,1,2,1,3,0,9,5,0,81.52926174170071,0.0393202216784201,10,6
108,1,1,8,6,2,0,6,8,0,106.10639190035896,0.10151551743490927,6,0
109,1,1,4,8,1,0,7,8,0,103.37259810804835,0.016137966540460548,8,5
110,1,1,4,1,8,0,3,2,0,82.84606507264616,0.08901638355257979,8,4
111,1,1,4,2,6,0,8,3,0,92.39644312075927,0.0016956411849387313,9,13
112,1,1,2,0,7,0,6,7,0,53.084083770174566,0.02019331318091101,6,3
113,1,1,4,5,8,0,4,1,0,127.97844984649126,0.047550365712073564,8,7
114,1,1,4,0,8,0,4,4,0,149.04674981961233,0.0185533929641009,8,10
115,1,1,16,6,3,0,2,1,0,87.1496060390346,0.17193997578641135,6,2
116,1,1,16,5,7,0,9,8,0,71.42182433027237,0.09957463092144368,5,4
117,1,1,4,8,1,0,7,6,0,50.74248608795981,0.17036322477222152,6,-1
118,1,1,4,2,2,0,8,3,0,113.54276727206185,0.09287760266400724,7,1
119,1,1,2,0,4,0,2,4,0,146.24883479641716,0.16086755584354598,2,4
120,1,1,4,8,7,0,1,0,0,123.03765880282633,0.05394676287612982,14,6
121,1,1,4,9,1,0,8,5,0,109.29115739347984,0.02299715734674435,5,7
122,1,1,4,0,2,0,5,1,0,127.86934345966863,0.014410302934484698,6,7
123,1,1,4,9,7,0,9,6,0,111.41190615159107,0.08914603026965195,1,2
124,1,1,8,7,0,0,2,9,0,90.20909170467306,0.11766919218343552,14,6
125,1,1,2,0,0,0,8,3,0,114.28688440060921,0.12963765435501035,11,11
126,1,1,8,2,4,0,1,8,0,131.9856450597734,0.1723648579357152,5,1
127,1,1,4,1,7,0,8,6,0,103.42503550658522,0.015262339923020283,8,6
128,1,1,2,1,5,0,4,0,0,138.07255622520688,0.15893915866655883,8,10
129,1,1,4,1,7,0,7,3,0,72.91534065555904,0.05413168806978528,10,4
130,1,1,16,2,3,0,2,5,0,89.02594244776057,0.12323389393073195,2,0
131,1,1,2,7,7,0,0,6,0,85.53207012852702,0.027340675384521052,8,7
132,1,1,2,4,7,0,3,3,0,70.61355335653157,0.1789812516940526,5,5
133,1,1,8,6,2,0,6,6,0,132.70735891023622,0.0006080917781036497,4,6
134,1,1,2,9,6,0,1,9,0,132.61500265584215,0.1701360161848848,11,12
135,1,1,8,6,5,0,2,8,0,117.82336408440518,0.08146954063741067,7,6
136,1,1,4,6,1,0,4,4,0,147.29712546252387,0.12102685234941689,5,6
137,1,1,2,0,7,0,3,4,0,116.2968858844687,0.16494482242997954,6,3
138,1,1,2,9,0,0,3,5,0,126.62886918814425,0.14304303945915572,11,5
139,1,1,8,6,2,0,3,6,0,141.9765255923323,0.14006292706468146,7,5
140,1,1,4,5,8,0,6,2,0,114.94201709273442,0.1521421857313746,7,4
141,1,1,16,2,5,0,3,4,0,122.74442477335377,0.16904205967169336,2,0
142,1,1,4,8,0,0,1,0,0,116.91333216910104,0.005569134963837749,7,8
143,1,1,8,2,4,0,8,9,0,59.507192268852435,0.057044575917144326,11,5
144,1,1,2,3,9,0,5,2,0,141.19179395086337,0.1737803365402764,9,9
145,1,1,4,2,2,0,5,4,0,130.24315054645916,0.05904537207095433,5,9
146,1,1,16,3,6,0,7,3,0,96.55729589795695,0.16019141855118543,7,3
147,1,1,16,6,3,0,1,6,0,148.8074232507204,0.012559952208792448,8,8
148,1,1,4,1,2,0,7,9,0,53.12100556654996,0.17121877145963574,13,6
149,1,1,2,5,1,0,8,3,0,128.24011151440217,0.15206625063736157,5,2
150,1,1,4,1,7,0,2,0,0,74.93524458780433,0.0916026242701955,8,1
151,1,1,2,8,2,0,8,0,0,136.27382663763802,0.04108504447589077,2,1
152,1,1,4,7,2,0,9,3,0,125.56240016168898,0.057901102415282894,3,6
153,1,1,2,0,7,0,5,5,0,141.71587876141257,0.05617175814404144,7,5
154,1,1,8,1,1,0,0,8,0,139.8575146824191,0.02024208346124934,8,8
155,1,1,8,0,3,0,4,4,0,64.50334429688586,0.03264051841128468,5,-1
156,1,1,4,0,6,0,4,7,0,119.93290969319256,0.045294106067975716,5,3
157,1,1,2,4,0,0,9,7,0,100.21040329120545,0.095557991344453,12,0
158,1,1,4,0,8,0,0,1,0,73.72272251322764,0.19498262862825755,7,7
159,1,1,4,6,7,0,7,5,0,139.52447396941278,0.10546532053320566,3,3
160,1,1,4,6,1,0,6,2,0,131.10288010647048,0.11943751827567417,1,1
161,1,1,16,3,6,0,5,0,0,128.4561680396406,0.010550831045660816,8,4
162,1,1,4,2,9,0,9,6,0,110.64520922046171,0.19894678082627315,10,0
163,1,1,4,1,7,0,7,5,0,101.38317371473741,0.04694789874976114,8,0
164,1,1,8,6,5,0,9,4,0,83.78506167452551,0.1530423420306951,4,5
165,1,1,4,2,2,0,5,8,0,118.39717986954146,0.10944826930544588,9,5
166,1,1,4,6,7,0,7,5,0,120.17967704758037,0.14435865475090515,3,-1
167,1,1,16,7,4,0,1,9,0,138.1913603815765,0.17586956220374406,11,8
168,1,1,2,1,3,0,3,2,0,147.52569485163013,0.14078657783941279,3,7
169,1,1,4,9,7,0,4,7,0,89.50526778792667,0.10802287273459354,5,4
170,1,1,2,6,8,0,9,8,0,139.9320002471818,0.05393923771427842,3,4
171,1,1,2,4,9,0,5,9,0,67.97422587884412,0.04921408930668966,1,1
172,1,1,2,2,0,0,3,4,0,99.29526297707574,0.04061299004663772,5,5
173,1,1,2,5,1,0,7,4,0,102.35108482563504,0.010349517597320848,5,0
174,1,1,4,0,1,0,0,6,0,87.74900118482321,0.08341140204244397,5,4
175,1,1,2,0,7,0,1,3,0,141.55430534337478,0.030355908850563076,5,7
176,1,1,4,5,9,0,6,4,0,55.545530956608964,0.16356948163009288,6,4
177,1,1,2,8,5,0,2,2,0,61.693704538478286,0.10996446178458007,9,9
178,1,1,4,4,1,0,9,3,0,144.9065239415628,0.14957783804118605,7,-1
179,1,1,16,5,5,0,8,0,0,113.22040996471912,0.08773823522310628,8,7
180,1,1,8,6,4,0,3,9,0,117.21066038474991,0.06288292733547954,8,9
181,1,1,8,0,3,0,1,5,0,141.05707414650936,0.15879953034348177,3,5
182,1,1,2,3,5,0,8,6,0,56.5047995786151,0.02808602696057949,6,4
183,1,1,2,3,0,0,7,5,0,65.56816955887491,0.08708977885260502,9,1
184,1,1,16,5,2,0,8,4,0,129.56363309884557,0.061749268699326114,5,6
185,1,1,2,3,0,0,8,1,0,84.2050015053628,0.08159726327039382,6,8
186,1,1,4,2,9,0,9,1,0,140.64737122094797,0.1841479576852489,15,16
187,1,1,8,7,6,0,9,7,0,123.93075567111157,0.19848514923691432,3,4
188,1,1,4,1,8,0,5,9,0,54.29566545433591,0.052116648581988945,5,-1
189,1,1,2,9,9,0,9,7,0,99.44450315657113,0.18574828828713405,2,1
190,1,1,2,4,5,0,6,4,0,123.56162452352358,0.03500315265833583,3,5
191,1,1,8,5,4,0,6,2,0,90.58080471664806,0.1846708344668929,3,1
192,1,1,2,9,2,0,6,3,0,92.86974282457001,0.09928834267275187,4,-1
193,1,1,8,3,8,0,3,7,0,112.31677825422024,0.030878253676590358,1,2
194,1,1,16,2,5,0,2,6,0,81.26013796950761,0.1944939488747168,1,2
195,1,1,2,9,2,0,6,5,0,97.62537002099276,0.07395263731974257,6,5
196,1,1,8,9,4,0,5,8,0,142.4301973419898,0.013721276711763803,8,10
197,1,1,2,1,0,0,3,1,0,105.13116918059794,0.1533167504240905,3,6
198,1,1,4,4,1,0,9,6,0,147.57689617047035,0.010321943594956064,10,10
199,1,1,16,7,4,0,4,1,0,143.003412984862,0.1534272652844826,6,4
200,2,1,2,8,4,0,3,5,0,141.53796258448102,0.13407204718157828,6,12
201,2,1,16,8,3,0,4,1,0,55.25286779055658,0.14700560538102156,6,-1
202,2,1,16,2,8,0,8,9,0,65.59127140735379,0.19872432692311578,7,7
203,2,1,32,5,2,0,3,7,0,93.68352438436621,0.17280230127016563,7,6
204,2,1,16,7,7,0,0,4,0,99.32253984373085,0.17163540933493737,10,10
205,2,1,4,9,7,0,3,4,0,121.04751951986763,0.013167231196466296,9,7
206,2,1,2,9,6,0,2,9,0,142.69639593092245,0.08871130825436974,10,12
207,2,1,8,8,5,0,5,4,0,111.94609429775454,0.0696825502575,4,1
208,2,1,16,8,2,0,8,7,0,147.21662163363504,0.024859064887297343,5,7
209,2,1,16,1,7,0,0,4,0,129.79972636661978,0.05577334645278197,4,2
210,2,1,8,3,8,0,7,5,0,71.37529015533009,0.09441925623995623,7,5
211,2,1,16,9,9,0,8,2,0,105.07612371197658,0.04639905541142588,8,6
212,2,1,16,9,8,0,1,9,0,142.43703572280646,0.19897332825736166,9,9
213,2,1,16,8,1,0,1,4,0,73.24658448468924,0.08297996201234165,10,4
214,2,1,8,0,1,0,2,6,0,50.889389668751946,0.04075249553425678,7,4
215,2,1,8,9,2,0,1,0,0,119.9784389796449,0.19153740211423317,10,12
216,2,1,4,9,5,0,1,8,0,113.17288202643056,0.13771950356310228,11,5
217,2,1,16,7,2,0,7,8,0,63.18692825026623,0.059638978044093155,6,2
218,2,1,4,6,0,0,4,6,0,147.87343054646993,0.06344130988298792,8,12
219,2,1,16,7,4,0,3,2,0,116.55547584282913,0.16966931682134662,6,6
220,2,1,2,3,3,0,1,3,0,122.1551519478338,0.17603763874708442,2,10
221,2,1,32,5,2,0,4,9,0,99.10442814544265,0.05450206512896577,8,6
222,2,1,8,5,1,0,7,9,0,81.60961993267424,0.16166156148608538,10,12
223,2,1,8,0,1,0,0,9,0,139.33030101206504,0.17483939736036516,8,11
224,2,1,16,4,4,0,7,2,0,93.70801384348925,0.19909884110273843,5,3
225,2,1,8,7,9,0,4,9,0,149.4710128300411,0.06570065035882626,3,5
226,2,1,32,6,6,0,4,5,0,50.669687328679814,0.05577665348345065,3,1
227,2,1,8,6,9,0,3,7,0,99.44992128807658,0.14434806338702819,5,3
228,2,1,16,9,9,0,8,7,0,145.82927887552017,0.020547001227208313,3,3
229,2,1,8,4,5,0,4,2,0,115.03975200655132,0.18411602246602113,3,10
230,2,1,4,9,7,0,6,0,0,87.85406439943036,0.07458966906203283,10,4
231,2,1,32,6,2,0,4,6,0,140.45618156893997,0.1141847129150327,6,6
232,2,1,4,4,3,0,4,4,0,120.52056411408837,0.1414933619768701,1,5
233,2,1,16,5,4,0,5,3,0,130.35330917206267,0.15113300955255615,1,1
234,2,1,8,7,0,0,2,7,0,87.5373012818863,0.05526264838233148,12,6
235,2,1,16,8,1,0,6,7,0,114.64558539319303,0.1629722004982052,8,8
236,2,1,32,6,2,0,7,6,0,145.2876471930566,0.1093947884635384,5,7
237,2,1,8,0,3,0,4,2,0,104.26297769747929,0.14378876575753802,5,5
238,2,1,16,6,8,0,3,7,0,121.57821190307355,0.1632634416773531,4,6
239,2,1,16,5,4,0,5,3,0,83.71793764748969,0.17022417499561687,1,-1
240,2,1,16,7,4,0,6,4,0,73.86128673591175,0.04555560891970054,1,-1
241,2,1,32,5,7,0,8,7,0,126.02669618740829,0.12284536216177065,3,3
242,2,1,8,7,0,0,4,2,0,75.63344226393201,0.09345176248755888,5,3
243,2,1,32,1,3,0,6,4,0,56.1156816495167,0.03389401911995755,6,3
244,2,1,4,4,3,0,1,9,0,68.6976436830731,0.05283568863311751,9,3
245,2,1,4,2,9,0,3,6,0,119.42792379433723,0.1699570225368244,4,11
246,2,1,32,4,6,0,0,9,0,74.25310428569382,0.07164858878089485,7,6
247,2,1,16,4,8,0,2,8,0,148.85257433468627,0.06307198033916415,2,2
248,2,1,16,5,5,0,9,1,0,119.77712247749429,0.15608253713845466,8,9
249,2,1,8,0,4,0,7,3,0,74.14971185933065,0.19085563568653297,8,9
250,2,1,8,8,0,0,7,8,0,82.34084919714999,0.18509136028576267,9,4
251,2,1,16,7,7,0,7,0,0,87.34785556190481,0.18484135340259772,7,3
252,2,1,4,9,7,0,0,9,0,100.10745190312564,0.15793615816854945,11,10
253,2,1,8,8,0,0,1,4,0,113.19868794711249,0.19246500195525548,11,10
254,2,1,2,1,5,0,4,8,0,64.07242560749565,0.04882378648684901,6,6
255,2,1,32,5,6,0,9,5,0,106.52549842921346,0.06087235924343494,5,5
256,2,1,16,7,8,0,1,6,0,56.87371039436572,0.17754425275426242,8,6
257,2,1,8,1,1,0,9,4,0,137.30632736037674,0.07375791014407562,11,13
258,2,1,32,4,6,0,2,4,0,120.23804985106213,0.15902458010850962,4,2
259,2,1,8,0,7,0,3,2,0,72.50923827189156,0.1192045720670745,8,8
260,2,1,4,1,0,0,0,7,0,84.00106830709007,0.11778030310344259,8,3
261,2,1,8,0,2,0,3,6,0,110.5354320641938,0.05101336971809087,7,9
262,2,1,4,9,7,0,9,0,0,123.58248586010289,0.09830500559385086,7,7
263,2,1,4,2,1,0,1,9,0,99.84783458753299,0.1374556352426476,9,12
264,2,1,32,5,7,0,7,0,0,142.9361332776536,0.18803448094317612,9,8
265,2,1,16,6,7,0,0,4,0,130.41006989188207,0.03951428664187807,9,9
266,2,1,4,2,1,0,4,8,0,67.43511258338043,0.09856945459932413,9,2
267,2,1,4,2,9,0,6,6,0,85.58306958307683,0.19702324553387718,7,8
268,2,1,8,3,4,0,7,5,0,59.543649441107036,0.08141723656827926,5,3
269,2,1,16,8,3,0,8,4,0,56.7028760346993,0.08161258999519923,1,-1
270,2,1,8,9,1,0,0,3,0,69.22594717436222,0.1856507305463207,11,9
271,2,1,32,3,6,0,8,4,0,148.786597100779,0.018453638750515606,7,7
272,2,1,32,2,5,0,2,3,0,72.90831457051786,0.03641697916418065,2,1
273,2,1,2,8,4,0,0,3,0,101.82429494767437,0.1717001943928349,9,11
274,2,1,32,3,6,0,3,7,0,107.22604122852155,0.1448127773750296,1,1
275,2,1,16,8,2,0,1,1,0,134.81906049501708,0.14494494465640767,8,9
276,2,1,32,2,3,0,1,5,0,62.92516853178613,0.0131488759816605,3,2
277,2,1,16,7,4,0,0,6,0,78.85515908476745,0.015368521478547774,9,2
278,2,1,8,1,1,0,1,8,0,94.22502704450656,0.016406152812958874,7,7
279,2,1,32,5,8,0,4,5,0,61.25493143402376,0.1446135570745135,4,3
280,2,1,8,5,0,0,0,1,0,103.90522124023077,0.10712685782065848,6,4
281,2,1,16,5,4,0,6,3,0,62.79149707464368,0.19703777256479946,2,1
282,2,1,4,7,6,0,8,5,0,96.09553522775325,0.0312365591434154,2,8
283,2,1,8,5,0,0,9,6,0,105.265351431139,0.11401779947024003,10,10
284,2,1,4,0,0,0,3,1,0,147.77861776894957,0.19279699181555315,4,10
285,2,1,32,3,2,0,1,2,0,95.40366488065298,0.17351768915166507,2,2
286,2,1,16,7,3,0,8,4,0,96.58374015161621,0.0533447269167586,2,3
287,2,1,8,9,2,0,5,8,0,74.00727761125744,0.10535255556161283,10,7
288,2,1,16,3,7,0,7,1,0,95.53372837933583,0.07383271061243589,10,8
289,2,1,8,1,1,0,1,3,0,83.51470910421499,0.13418519985990376,2,1
290,2,1,16,1,7,0,8,1,0,148.47603135718447,0.1479264554022529,13,14
291,2,1,16,6,8,0,9,8,0,58.905759066715376,0.09309581087046742,3,1
292,2,1,32,5,7,0,1,5,0,116.23755421091452,0.12757232135349714,6,5
293,2,1,2,4,2,0,3,6,0,105.90296989413272,0.18275410994179248,5,10
294,2,1,16,9,8,0,7,4,0,93.61512875618168,0.1163711134759911,6,1
295,2,1,16,5,4,0,9,3,0,72.53152849399586,0.11095483105694995,5,5
296,2,1,16,4,8,0,8,0,0,85.37934000257357,0.03809131423010809,12,5
297,2,1,8,8,5,0,5,1,0,119.77835780024954,0.1074926814101898,7,9
298,2,1,16,9,4,0,0,5,0,90.42864121980816,0.055415818374462245,10,11
299,2,1,8,3,8,0,7,3,0,68.44707221874944,0.13357423614439312,9,6
300,3,1,32,2,3,0,5,8,0,139.20976887317948,0.11807018561171577,8,9
301,3,1,16,6,1,0,5,7,0,97.10249014568717,0.10367628820345415,7,0
302,3,1,2,1,4,0,6,5,0,83.58730877090028,0.09646544767952601,6,5
303,3,1,32,8,3,0,9,9,0,121.21588735689944,0.0594890321325047,7,7
304,3,1,32,2,5,0,2,4,0,135.59255109988612,0.09181553638541057,1,1
305,3,1,8,4,0,0,9,7,0,107.01921672253043,0.03579421259377936,12,8
306,3,1,2,1,8,0,9,1,0,106.91141424255898,0.07627725562644395,15,14
307,3,1,8,8,4,0,1,8,0,140.15023043447718,0.19150043064963007,11,14
308,3,1,2,0,8,0,5,9,0,114.88181892302165,0.05387506968797112,6,3
309,3,1,8,4,2,0,4,1,0,127.13505926459057,0.0033709000216186683,1,1
310,3,1,8,5,0,0,8,6,0,80.72216487302482,0.02589152668707643,9,9
311,3,1,16,9,5,0,8,7,0,100.97911162887026,0.017947850451721762,3,5
312,3,1,32,1,5,0,4,2,0,133.23497670524588,0.18759301070545234,6,8
313,3,1,32,3,6,0,6,7,0,82.02864153131635,0.043785024574120215,4,2
314,3,1,32,3,6,0,5,1,0,103.04769039242953,0.13456676252957786,7,5
315,3,1,2,1,8,0,6,4,0,87.16842145727286,0.009915946684888939,9,-1
316,3,1,16,6,1,0,5,3,0,114.3023044165342,0.16903708604286774,3,5
317,3,1,16,6,1,0,0,0,0,111.96332021685107,0.17327726142234826,7,9
318,3,1,32,5,5,0,5,3,0,91.70210283780321,0.013019670582259689,2,2
319,3,1,16,7,1,0,8,0,0,106.83068502807876,0.049248110803817746,2,1
320,3,1,16,0,4,0,2,9,0,57.79315750694178,0.1224488849255808,7,4
321,3,1,2,1,4,0,9,7,0,141.54166216313385,0.14504089685957242,11,13
322,3,1,8,0,1,0,5,2,0,93.69181663025375,0.054842905493006404,6,7
323,3,1,16,0,3,0,4,8,0,63.868400786653794,0.06866115096229992,9,5
324,3,1,32,6,7,0,9,9,0,58.503842080455584,0.04838637432908197,5,2
325,3,1,32,2,4,0,5,6,0,112.07571799829984,0.09714295449658185,5,4
326,3,1,16,3,8,0,6,2,0,102.44371034766118,0.14556051820486032,9,10
327,3,1,8,3,9,0,7,5,0,119.77735832081193,0.17058978223705878,8,10
328,3,1,16,7,9,0,7,7,0,58.056777431948895,0.13434001138039328,2,1
329,3,1,32,8,3,0,0,8,0,91.06769923928545,0.11101900280886468,13,11
330,3,1,32,3,2,0,8,5,0,70.37384239569224,0.07064266173854925,8,8
331,3,1,2,9,0,0,8,0,0,140.53915377233324,0.07967533471111594,1,1
332,3,1,32,6,8,0,9,8,0,53.119221696156146,0.10190285343240846,3,-1
333,3,1,32,1,3,0,7,2,0,104.44162175033838,0.06898387704443946,7,5
334,3,1,8,1,7,0,5,3,0,66.7945474456391,0.007967560466618468,8,11
335,3,1,8,0,1,0,4,2,0,117.77292252282183,0.06876806377913697,5,1
336,3,1,32,1,3,0,7,1,0,122.70689733836987,0.18520458649281774,8,8
