TransactionTime,From,To,X,Y,Z,Time,Value
1,NA,6,5,2,0,9,138.86741414799528
1,NA,6,5,1,0,10,145.17930520315454
1,NA,6,4,1,0,11,121.71187670312607
1,NA,6,3,1,0,12,122.03588158311955
1,NA,6,2,1,0,13,145.47274535394467
1,NA,6,1,1,0,14,119.24510056605276
1,NA,7,4,2,0,2,73.93622931960356
1,NA,7,5,2,0,3,75.04247306876375
1,NA,7,6,2,0,4,53.076292306084525
1,NA,7,6,3,0,5,63.855042178532344
1,NA,7,6,4,0,6,69.0898693953914
1,NA,8,4,9,0,13,46.86211409884185
1,NA,8,3,9,0,12,51.56640873892514
1,NA,8,3,8,0,11,45.88075492059047
1,NA,8,3,7,0,10,51.949217144339606
1,NA,8,3,6,0,9,51.5728264364949
1,NA,8,3,5,0,8,45.445389657933774
1,NA,8,3,4,0,7,41.63909058737464
1,NA,8,3,3,0,6,49.89632286559255
1,NA,8,3,2,0,5,49.94318744595117
1,NA,8,2,2,0,4,44.96458900901287
1,NA,8,1,2,0,3,47.78846432893265
1,NA,8,0,2,0,2,49.69090802571387
1,NA,9,4,8,0,2,102.90578186171875
1,NA,10,3,8,0,3,106.51179216825791
1,NA,9,2,8,0,4,102.1161802439149
1,NA,9,1,8,0,5,102.82614131014411
1,NA,9,0,8,0,6,101.26801694505171
1,NA,9,0,9,0,7,98.44423970760543
1,NA,10,2,8,0,2,106.8336660314584
1,NA,10,4,8,0,4,105.51927215142338
1,NA,10,5,8,0,5,83.7323588741715
1,NA,10,6,8,0,6,97.06207121431271
1,NA,10,7,8,0,7,94.92736127226303
1,NA,10,7,7,0,8,106.87466374331451
2,NA,0,10,10,0,2,0.8522564768791199
2,NA,11,9,2,0,14,55.26510086333602
2,NA,11,8,2,0,13,50.55862454953792
2,NA,11,7,2,0,12,52.84991603343613
2,NA,11,6,2,0,11,55.18993338326215
2,NA,11,5,2,0,10,51.24765685939281
2,NA,11,4,2,0,9,50.684982502118345
2,NA,11,4,3,0,8,52.16645231356138
2,NA,11,4,4,0,7,54.004388730846024
2,NA,11,4,5,0,6,53.988355019756064
2,NA,11,4,6,0,5,49.56043428578807
2,NA,11,4,7,0,4,50.91443130465644
2,NA,11,4,8,0,3,54.154558883943544
2,NA,12,0,5,0,3,109.23882210067195
2,NA,12,1,5,0,4,109.74085758419116
2,NA,12,2,5,0,5,107.69246284299793
2,NA,12,3,5,0,6,113.3366614915096
2,NA,12,3,6,0,7,114.80899093356035
2,NA,12,3,7,0,8,114.7276795433525
2,NA,12,3,8,0,9,113.1871551975445
2,NA,12,3,9,0,10,106.85220097179933
2,NA,13,6,0,0,13,44.872352406741506
2,NA,13,6,1,0,12,60.49996392958077
2,NA,13,6,3,0,10,60.91036042605194
2,NA,13,6,4,0,9,58.97217003441299
2,NA,13,7,4,0,8,38.07266085292983
2,NA,13,8,4,0,7,52.3749544293286
2,NA,13,8,5,0,6,55.026732407931185
2,NA,13,8,6,0,5,59.17058869848697
2,NA,13,8,7,0,4,57.83364885579501
2,NA,13,8,8,0,3,53.38375473590436
2,NA,14,6,0,0,17,68.63653365279781
2,NA,14,5,0,0,16,63.51969861012978
2,NA,14,4,0,0,15,58.397880827741375
2,NA,14,3,0,0,14,64.91330923005454
2,NA,14,3,1,0,13,64.07184035610068
2,NA,15,3,2,0,12,100.5047051834819
2,NA,14,3,3,0,11,69.46289911623676
2,NA,14,3,4,0,10,70.82090389382945
2,NA,14,3,5,0,9,71.10235316306364
2,NA,14,3,6,0,8,67.02798849390281
2,NA,14,3,7,0,7,71.3322627856542
2,NA,14,3,8,0,6,60.9196006282683
2,NA,14,3,9,0,5,65.12403912519028
2,NA,14,2,9,0,4,63.52901730099976
2,NA,15,1,9,0,3,101.51363713047547
2,NA,15,1,8,0,4,95.35797944839685
2,NA,15,1,7,0,5,102.76499537994249
2,NA,15,1,6,0,6,98.51573924205438
2,NA,15,1,5,0,7,101.20776207478673
2,NA,15,1,4,0,8,89.51658910326358
2,NA,15,1,3,0,9,100.06611248732324
2,NA,15,1,2,0,10,96.86934205065515
2,NA,15,2,2,0,11,90.46723792684904
2,NA,15,4,2,0,13,88.2885361730992
2,NA,15,5,2,0,14,94.86424159896829
2,NA,15,6,2,0,15,92.70659101049387
3,NA,0,10,10,0,3,0.9213435053825378
3,NA,16,6,4,0,10,44.878236765890726
3,NA,16,5,4,0,9,46.0500281588178
3,NA,16,5,4,1,8,35.86345010300059
3,NA,16,4,4,1,7,43.200678531951645
3,NA,16,3,4,1,6,45.8478608245293
3,NA,16,3,4,0,5,48.20167306556882
3,NA,16,3,5,0,4,47.14621040643288
3,NA,17,2,1,0,4,65.64745000895807
3,NA,17,3,1,0,5,66.37855093406313
3,NA,17,4,1,0,6,64.24479806120753
3,NA,17,5,1,0,7,65.34318667798702
3,NA,17,6,1,0,8,64.75379591340038
3,NA,17,7,1,0,9,63.481503594336296
3,NA,17,8,1,0,10,66.36995820237887
3,NA,17,8,2,0,11,61.93372744942405
3,NA,17,8,3,0,12,64.07515216731949
3,NA,18,1,7,0,4,122.94416353567769
3,NA,18,1,6,0,5,126.03808321035935
3,NA,18,1,5,0,6,125.21558756348173
3,NA,19,1,8,0,6,51.758965973710794
3,NA,19,2,8,0,7,48.12310085044161
3,NA,19,3,8,0,8,57.55719170497919
3,NA,19,4,8,0,9,56.36404191485196
3,NA,19,5,8,0,10,53.56402852856565
3,NA,19,6,8,0,11,58.389841449514314
3,NA,20,9,3,0,4,78.34471105400318
3,NA,20,9,2,0,5,81.22163883893904
3,NA,20,9,1,0,6,79.78301180031676
3,NA,20,9,0,0,7,79.21752824072274
3,NA,20,8,0,0,8,81.19607699748359
3,NA,20,7,0,0,9,77.9421907590225
3,NA,20,6,0,0,10,79.37769506147575
3,NA,20,5,0,0,11,79.0135022903468
3,NA,20,4,0,0,12,83.60702511719276
3,NA,20,3,0,0,13,79.03248508100171
3,NA,20,2,0,0,14,75.01040152236492
4,NA,0,10,10,0,4,0.8593732714653015
4,NA,21,2,9,0,18,140.7452786712579
4,NA,21,3,9,0,17,143.63178360691848
4,NA,21,4,9,0,16,145.7927947594522
4,NA,21,4,8,0,15,147.2728433268874
4,NA,21,4,7,0,14,145.3667450483043
4,NA,21,4,6,0,13,134.49833392488466
4,NA,21,4,5,0,12,141.04450468906705
4,NA,21,4,4,0,11,144.7933464512746
4,NA,21,4,3,0,10,139.5816322201873
4,NA,21,5,3,0,9,147.36765163938176
4,NA,21,6,3,0,8,147.61208480579893
4,NA,21,6,2,0,7,144.16400652605296
4,NA,21,6,1,0,6,144.17561399347562
4,NA,21,6,0,0,5,143.17417985396324
4,NA,22,1,4,0,14,114.40141133132678
4,NA,22,2,4,0,13,109.81750650487245
4,NA,22,3,4,0,12,113.25850531241196
4,NA,22,4,4,0,9,120.76368118126379
4,NA,22,5,4,0,8,123.5335427523053
4,NA,22,5,5,0,7,121.81463574945691
4,NA,22,5,6,0,6,119.751242332836
4,NA,22,6,6,0,5,106.21538433565065
4,NA,23,3,3,0,9,60.16120817347675
4,NA,23,3,2,0,8,62.28772997948681
4,NA,23,3,1,0,7,57.19050321901632
4,NA,23,3,0,0,6,58.368885760127604
4,NA,23,4,0,0,5,53.00550201541155
4,NA,24,8,4,0,12,61.19076849752026
4,NA,24,8,5,0,11,59.337199946731985
4,NA,24,8,6,0,10,55.959771634044
4,NA,24,7,6,0,9,63.12114093107253
4,NA,24,6,6,0,8,61.56354921584236
4,NA,24,5,6,0,7,62.83464380911286
4,NA,24,4,6,0,6,64.7589674705922
4,NA,24,3,6,0,5,58.13424354078162
4,NA,25,5,6,0,12,64.84071170567744
4,NA,25,5,5,0,11,67.5330140471016
4,NA,25,5,4,0,10,77.07178254707195
4,NA,25,5,3,0,7,68.23940587287014
4,NA,25,4,3,0,6,74.69096876062753
4,NA,25,3,3,0,5,76.92823579278118
5,NA,0,10,10,0,5,0.7778729200363159
5,NA,26,5,7,0,12,50.212727067328714
5,NA,30,4,7,0,11,88.04116131451963
5,NA,26,4,7,1,10,55.091140796459285
5,NA,26,3,7,1,9,48.94559202194057
5,NA,26,2,7,1,8,55.61254033367199
5,NA,26,2,7,0,7,55.076432141082726
5,NA,26,2,6,0,6,55.55016169959089
5,NA,27,2,0,0,17,53.660132198229164
5,NA,27,2,1,0,16,59.43879179981494
5,NA,27,2,2,0,15,69.94526051344715
5,NA,27,2,3,0,14,77.7482925956057
5,NA,27,2,3,1,13,69.69543574697582
5,NA,27,2,4,1,12,65.02727045928415
5,NA,27,2,5,1,11,64.7325472657387
5,NA,27,2,6,1,10,70.63252898303472
5,NA,27,3,6,1,9,65.67974627816635
5,NA,27,4,6,1,8,76.98562248340531
5,NA,27,4,6,0,7,77.22338643673898
5,NA,27,4,7,0,6,69.17011988095123
5,NA,28,3,2,0,6,88.955067588671
5,NA,28,2,2,0,7,62.32083928369062
5,NA,28,2,3,0,8,95.37130334889379
5,NA,28,2,4,0,9,91.61414891807004
5,NA,29,0,4,0,17,46.706668170317144
5,NA,29,1,4,0,16,35.91615245767493
5,NA,29,2,4,0,15,44.79418793053094
5,NA,29,3,4,0,14,56.84319488476356
5,NA,29,4,4,0,13,47.68708161657003
5,NA,29,5,4,0,12,57.30397854270139
5,NA,29,6,4,0,11,39.91275924953515
5,NA,29,7,4,0,10,47.200748717679545
5,NA,29,7,3,0,9,59.90686615886515
5,NA,29,7,2,0,8,47.901951960132266
5,NA,30,7,9,0,6,113.03213337059206
5,NA,30,6,9,0,7,114.97463290304607
5,NA,30,5,9,0,8,96.11362982860483
5,NA,30,4,9,0,9,111.79310762800404
5,NA,30,4,8,0,10,115.15450455080955
6,NA,0,10,10,0,6,0.9389529824256897
6,NA,31,6,5,0,7,147.02312096621787
6,NA,31,5,5,0,8,143.36163900383445
6,NA,31,4,5,0,9,145.6096081315831
6,NA,31,3,5,0,10,144.48581070653552
6,NA,31,2,5,0,11,146.72684808402957
6,NA,31,1,5,0,12,147.4206003122111
6,NA,31,0,5,0,13,147.4421588698277
6,NA,32,7,7,0,15,71.56368706589195
6,NA,32,7,6,0,14,85.42763735515703
6,NA,32,7,5,0,13,66.92293300385214
6,NA,32,7,4,0,12,63.24708282397363
6,NA,32,8,4,0,11,80.25007094834683
6,NA,32,8,3,0,10,65.10207425476227
6,NA,32,8,2,0,9,77.25864015723654
6,NA,32,8,1,0,8,83.84149992035722
6,NA,32,8,0,0,7,80.66208346407839
6,NA,33,1,8,0,7,95.10454146601288
6,NA,33,1,7,0,8,112.43049976743148
6,NA,33,1,6,0,9,114.4726369175493
6,NA,33,2,6,0,10,109.84853839654262
6,NA,33,3,6,0,11,113.94234933546298
6,NA,34,0,0,0,7,125.10745485183013
6,NA,34,0,1,0,8,127.45266912315697
6,NA,34,0,2,0,9,135.70299983443337
6,NA,34,0,3,0,10,138.092725462385
6,NA,34,1,3,0,11,134.51796035862156
6,NA,34,2,3,0,12,112.74894808141435
6,NA,34,3,3,0,13,127.91911010865464
6,NA,34,4,3,0,14,122.50538048867566
6,NA,34,5,3,0,15,141.63524665025272
6,NA,34,6,3,0,16,127.19179767133457
6,NA,34,7,3,0,17,135.20754770412327
6,NA,35,0,6,0,7,99.64591841383255
6,NA,35,1,6,0,8,109.15946399965266
6,NA,35,1,5,0,9,123.74734489142415
6,NA,35,1,4,0,10,122.61671402375191
6,NA,35,1,2,0,12,118.68849265768984
6,NA,35,1,1,0,13,119.63482502041325
6,NA,35,1,0,0,14,134.3843756205152
7,NA,0,10,10,0,7,0.7731775045394897
7,NA,36,4,9,0,15,72.8400519152303
7,NA,36,5,9,0,14,81.29414733463169
7,NA,36,5,9,1,13,70.62759566893432
7,NA,36,4,9,1,12,80.0336996153922
7,NA,36,3,9,1,11,82.51376147336975
7,NA,36,2,9,1,10,83.54294400027399
7,NA,36,2,9,0,9,79.93400241891567
7,NA,37,8,6,0,16,67.2442961865392
7,NA,37,7,6,0,15,69.98560918124521
7,NA,37,7,5,0,14,72.58994791171108
7,NA,37,7,4,0,13,60.275357028292355
7,NA,37,7,3,0,12,54.519530824117936
7,NA,37,8,3,0,11,62.85948966591961
7,NA,37,8,2,0,10,75.7538095849527
7,NA,37,8,1,0,9,58.088320461944676
7,NA,38,7,5,0,16,69.63042475348506
7,NA,38,7,4,0,15,66.41336904743032
7,NA,38,7,3,0,14,68.88723682904862
7,NA,38,7,2,0,13,63.982762220504824
7,NA,38,6,2,0,12,68.92919549027202
7,NA,38,5,2,0,11,67.5214807765502
7,NA,38,4,2,0,10,68.26900670438167
7,NA,38,3,2,0,9,67.22117276355381
7,NA,38,2,2,0,8,68.2936468881128
7,NA,39,7,6,0,16,70.97651452523206
7,NA,39,6,6,0,15,62.790688532570165
7,NA,39,6,5,0,14,83.86381664714945
7,NA,39,6,4,0,13,82.66264517098746
7,NA,39,6,3,0,12,85.17123708124552
7,NA,39,7,3,0,11,80.61859405920424
7,NA,39,7,2,0,10,68.32618485565602
7,NA,39,6,2,0,9,81.77425800733319
7,NA,39,5,2,0,8,80.04966007015356
7,NA,40,4,2,0,8,84.56183589682207
7,NA,40,4,3,0,9,73.22224064195603
7,NA,40,4,4,0,10,71.58419092228561
7,NA,40,4,5,0,11,83.91842861383256
7,NA,40,4,6,0,12,86.54403736821438
7,NA,40,4,7,0,13,88.84180241316922
7,NA,40,4,8,0,14,82.20021654982067
7,NA,40,5,9,0,16,76.77808881284854
7,NA,40,6,9,0,17,88.77034370204625
7,NA,40,7,9,0,18,79.64568268229257
7,NA,40,8,9,0,19,84.06230475938749
8,NA,0,10,10,0,8,0.8340058922767639
8,NA,41,4,8,0,21,65.72281706744481
8,NA,41,5,8,0,20,66.3076240483462
8,NA,41,6,8,0,19,66.49985550558246
8,NA,41,7,8,0,18,66.47011505621117
8,NA,41,8,8,0,17,63.990966162446036
8,NA,41,9,8,0,16,64.47062665312116
8,NA,41,9,7,0,15,65.67630032146384
8,NA,41,9,6,0,14,66.32255588521556
8,NA,41,9,5,0,13,64.22829132337355
8,NA,41,9,4,0,12,65.2232672362933
8,NA,41,9,3,0,11,64.96615222753182
8,NA,41,9,2,0,10,65.16510935597968
8,NA,41,9,1,0,9,62.07497830853708
8,NA,42,9,4,0,9,86.9027755652823
8,NA,42,9,3,0,10,109.41932252246512
8,NA,42,9,2,0,11,105.32652437132347
8,NA,42,9,1,0,12,106.4134726685647
8,NA,42,9,0,0,13,107.79739954608291
8,NA,43,7,8,0,9,102.61833209760562
8,NA,43,6,8,0,10,101.60464447207639
8,NA,43,5,8,0,11,104.5215961276397
8,NA,43,4,8,0,12,102.08934211212991
8,NA,43,3,8,0,13,104.83616481423707
8,NA,43,2,8,0,14,103.55399532826908
8,NA,43,1,8,0,15,103.9717521728651
8,NA,43,1,7,0,16,103.0922293647044
8,NA,43,1,6,0,17,100.47505205747193
8,NA,43,1,5,0,18,102.20795404460904
8,NA,43,1,4,0,19,103.34602712725344
8,NA,43,1,3,0,20,103.97398375511777
8,NA,43,1,2,0,21,104.60429315024984
8,NA,43,1,1,0,22,103.38362432150697
8,NA,44,4,1,0,9,94.73490490968902
8,NA,44,4,0,0,10,94.3205544641094
8,NA,44,3,0,0,11,88.68700772591782
8,NA,44,2,0,0,12,86.16244060111886
8,NA,44,1,0,0,13,71.95494188079864
8,NA,44,0,0,0,14,89.11116261697534
8,NA,45,9,8,0,9,56.645599380753566
8,NA,45,9,7,0,10,48.697944369918694
8,NA,45,8,7,0,11,55.49362821534117
8,NA,45,7,7,0,12,52.39814828145632
8,NA,45,6,7,0,13,45.659063820646494
8,NA,45,5,7,0,14,50.68701576042314
8,NA,45,4,7,0,15,52.852637110329155
8,NA,45,3,7,0,16,53.58820964841089
8,NA,45,2,7,0,17,45.67370878031644
8,NA,45,1,7,0,18,55.80200931367957
9,NA,0,10,10,0,9,0.9022305011749268
9,NA,46,9,2,0,18,124.99448738351398
9,NA,46,8,2,0,17,113.45187688447446
9,NA,46,8,3,0,16,130.45183243882906
9,NA,46,8,4,0,15,104.44332510593716
9,NA,46,8,5,0,14,121.43967264899008
9,NA,46,8,6,0,13,110.39692245185694
9,NA,46,7,6,0,12,97.5616507243357
9,NA,47,8,8,0,10,140.71234960003807
9,NA,47,7,8,0,11,139.58980192557948
9,NA,47,6,8,0,12,138.68255205409
9,NA,48,3,8,0,19,78.65811564319014
9,NA,48,3,7,0,18,86.74112982715947
9,NA,48,3,6,0,17,82.95216912505794
9,NA,48,2,6,0,16,89.8662967623796
9,NA,48,3,6,0,15,80.6167812300528
9,NA,48,4,6,0,14,78.90833505199043
9,NA,48,4,5,0,13,79.51697450846429
9,NA,48,4,4,0,12,86.31484462416971
9,NA,48,4,3,0,11,91.73422969739558
9,NA,49,8,9,0,22,58.92156263587511
9,NA,49,8,8,0,21,56.43063647639232
9,NA,49,8,7,0,20,59.52623752430612
9,NA,49,8,6,0,19,50.641122657066575
9,NA,49,8,5,0,18,55.4989606340726
9,NA,49,8,4,0,17,48.783180009403466
9,NA,49,8,2,0,15,60.05622175145596
9,NA,49,8,1,0,14,55.34024424367709
9,NA,49,9,1,0,13,56.08034320840008
9,NA,49,8,1,0,12,59.15591420285114
9,NA,49,7,1,0,11,53.60243563602076
9,NA,49,7,0,0,10,61.093255124247946
9,NA,50,1,8,0,22,112.43870085691292
9,NA,50,1,7,0,21,118.24224743871991
9,NA,50,1,6,0,20,117.0531034782646
9,NA,50,1,5,0,19,117.2663434855399
9,NA,50,1,4,0,18,117.68838881793394
9,NA,50,1,3,0,17,114.22345069401106
9,NA,50,1,2,0,16,112.64805959857402
9,NA,50,1,1,0,15,119.49966309944797
9,NA,50,2,1,0,14,118.030488345908
9,NA,50,2,0,0,13,116.79496407622234
9,NA,50,3,0,0,12,116.72357696235665
9,NA,50,4,0,0,11,114.6003378816686
9,NA,50,5,0,0,10,119.50382862489786
10,NA,0,10,10,0,10,0.8968020081520081
11,NA,0,10,10,0,11,0.8813857436180115
12,NA,0,10,10,0,12,0.7825798392295837
13,NA,0,10,10,0,13,0.8857260942459106
14,NA,0,10,10,0,14,0.9063153862953186
15,NA,0,10,10,0,15,0.8043075799942017
16,NA,0,10,10,0,16,0.778590202331543
17,NA,0,10,10,0,17,0.8680082559585571
18,NA,0,10,10,0,18,0.9486304521560669
19,NA,0,10,10,0,19,0.8185164332389832
20,NA,0,10,10,0,20,0.8783198595046997
21,NA,0,10,10,0,21,0.8217143416404724
22,NA,0,10,10,0,22,0.8927204012870789
23,NA,0,10,10,0,23,0.802226722240448
24,NA,0,10,10,0,24,3.266910465490103e+28
25,NA,0,10,10,0,25,0.7780622243881226
26,NA,0,10,10,0,26,0.8697604537010193
27,NA,0,10,10,0,27,0.7596955895423889
28,NA,0,10,10,0,28,0.8322956562042236
29,NA,0,10,10,0,29,0.8609947562217712
30,NA,0,10,10,0,30,0.8175414204597473
31,NA,0,10,10,0,31,0.9084025621414185
32,NA,0,10,10,0,32,0.892902672290802
33,NA,0,10,10,0,33,0.860633909702301
34,NA,0,10,10,0,34,0.8947153687477112
35,NA,0,10,10,0,35,0.9201384782791138
36,NA,0,10,10,0,36,0.8184382319450378
37,NA,0,10,10,0,37,0.9015371203422546
38,NA,0,10,10,0,38,0.9217733144760132
39,NA,0,10,10,0,39,0.7802585363388062
40,NA,0,10,10,0,40,0.9166038632392883
41,NA,0,10,10,0,41,0.9480872750282288
42,NA,0,10,10,0,42,0.8177871108055115
43,NA,0,10,10,0,43,0.9046993851661682
44,NA,0,10,10,0,44,0.9049805998802185
45,NA,0,10,10,0,45,0.8223309516906738
46,NA,0,10,10,0,46,0.888049304485321
47,NA,0,10,10,0,47,0.8321952223777771
48,NA,0,10,10,0,48,0.9259080290794373
49,NA,0,10,10,0,49,0.9226309657096863
50,NA,0,10,10,0,50,0.9223887324333191
51,NA,0,10,10,0,51,0.8165314197540283
52,NA,0,10,10,0,52,0.9306091666221619
53,NA,0,10,10,0,53,0.865909993648529
54,NA,0,10,10,0,54,0.8616964221000671
55,NA,0,10,10,0,55,0.943503737449646
56,NA,0,10,10,0,56,0.8526603579521179
57,NA,0,10,10,0,57,0.8844603300094604
58,NA,0,10,10,0,58,0.8618524670600891
59,NA,0,10,10,0,59,0.9321849346160889
60,NA,0,10,10,0,60,0.8705865144729614
61,NA,0,10,10,0,61,0.8326749205589294
62,NA,0,10,10,0,62,0.7113489508628845
63,NA,0,10,10,0,63,0.9066808819770813
64,NA,0,10,10,0,64,0.7341960072517395
65,NA,0,10,10,0,65,0.874501645565033
66,NA,0,10,10,0,66,0.8652061820030212
67,NA,0,10,10,0,67,0.9291468262672424
68,NA,0,10,10,0,68,0.7731380462646484
69,NA,0,10,10,0,69,0.8357769250869751
70,NA,0,10,10,0,70,0.8557782769203186
71,NA,0,10,10,0,71,0.8315214514732361
72,NA,0,10,10,0,72,0.9263471364974976
73,NA,0,10,10,0,73,0.9270126819610596
74,NA,0,10,10,0,74,0.7112271785736084
75,NA,0,10,10,0,75,0.896257221698761
76,NA,0,10,10,0,76,0.8818411827087402
77,NA,0,10,10,0,77,0.9155781865119934
78,NA,0,10,10,0,78,0.8252919316291809
79,NA,0,10,10,0,79,0.8058651089668274
80,NA,0,10,10,0,80,0.8404557108879089
81,NA,0,10,10,0,81,0.9351260662078857
82,NA,0,10,10,0,82,0.8608911037445068
83,NA,0,10,10,0,83,0.823628306388855
84,NA,0,10,10,0,84,0.9366602301597595
85,NA,0,10,10,0,85,0.8533027768135071
86,NA,0,10,10,0,86,0.8831450343132019
87,NA,0,10,10,0,87,0.9276142716407776
88,NA,0,10,10,0,88,0.8046444058418274
89,NA,0,10,10,0,89,0.7680431008338928
90,NA,0,10,10,0,90,0.8807443380355835
91,NA,0,10,10,0,91,0.9204978942871094
92,NA,0,10,10,0,92,0.9085289835929871
93,NA,0,10,10,0,93,0.8303816318511963
94,NA,0,10,10,0,94,0.879092276096344
95,NA,0,10,10,0,95,0.9189194440841675
96,NA,0,10,10,0,96,0.8649125099182129
97,NA,0,10,10,0,97,0.8875798583030701
98,NA,0,10,10,0,98,0.8006913661956787
99,NA,0,10,10,0,99,0.8522217869758606
100,NA,0,10,10,0,100,0.9000720977783203
101,NA,0,10,10,0,101,0.9009996652603149
102,NA,0,10,10,0,102,0.9782121181488037
103,NA,0,10,10,0,103,0.9292551279067993
104,NA,0,10,10,0,104,0.8250373005867004
105,NA,0,10,10,0,105,0.8613389730453491
106,NA,0,10,10,0,106,0.8937023282051086
107,NA,0,10,10,0,107,0.9002781510353088
108,NA,0,10,10,0,108,0.9339447617530823
109,NA,0,10,10,0,109,0.9270228147506714
110,NA,0,10,10,0,110,0.8865059614181519
111,NA,0,10,10,0,111,0.9440089464187622
112,NA,0,10,10,0,112,0.8755476474761963
113,NA,0,10,10,0,113,0.8884917497634888
114,NA,0,10,10,0,114,0.899099588394165
115,NA,0,10,10,0,115,0.8673622608184814
116,NA,0,10,10,0,116,0.90318763256073
117,NA,0,10,10,0,117,0.7316334843635559
118,NA,0,10,10,0,118,0.9016720652580261
119,NA,0,10,10,0,119,0.9007712602615356
120,NA,0,10,10,0,120,0.894350528717041
121,NA,0,10,10,0,121,0.8375687003135681
122,NA,0,10,10,0,122,0.9520323872566223
123,NA,0,10,10,0,123,0.7304500937461853
124,NA,0,10,10,0,124,0.8202662467956543
125,NA,0,10,10,0,125,0.8055123686790466
126,NA,0,10,10,0,126,0.9169743657112122
127,NA,0,10,10,0,127,0.8734612464904785
128,NA,0,10,10,0,128,0.8995233178138733
129,NA,0,10,10,0,129,0.9038397073745728
130,NA,0,10,10,0,130,0.9151894450187683
131,NA,0,10,10,0,131,0.928359866142273
132,NA,0,10,10,0,132,0.8274601101875305
133,NA,0,10,10,0,133,0.893640398979187
134,NA,0,10,10,0,134,0.8292574882507324
135,NA,0,10,10,0,135,0.9027668237686157
136,NA,0,10,10,0,136,0.9217245578765869
137,NA,0,10,10,0,137,0.941193699836731
138,NA,0,10,10,0,138,0.8836728930473328
139,NA,0,10,10,0,139,0.9247426986694336
140,NA,0,10,10,0,140,0.9057817459106445
141,NA,0,10,10,0,141,0.960623562335968
142,NA,0,10,10,0,142,0.8471490740776062
143,NA,0,10,10,0,143,0.7679005265235901
144,NA,0,10,10,0,144,0.9571593999862671
145,NA,0,10,10,0,145,0.858657956123352
146,NA,0,10,10,0,146,0.9084562659263611
147,NA,0,10,10,0,147,0.8560545444488525
148,NA,0,10,10,0,148,0.9164830446243286
149,NA,0,10,10,0,149,0.906476616859436
150,NA,0,10,10,0,150,0.8358768224716187
151,NA,0,10,10,0,151,0.9190504550933838
152,NA,0,10,10,0,152,0.9389072060585022
153,NA,0,10,10,0,153,0.8301033973693848
154,NA,0,10,10,0,154,0.8886628746986389
155,NA,0,10,10,0,155,0.9318133592605591
156,NA,0,10,10,0,156,0.9201684594154358
157,NA,0,10,10,0,157,0.9186880588531494
158,NA,0,10,10,0,158,0.9070422649383545
159,NA,0,10,10,0,159,0.8264742493629456
160,NA,0,10,10,0,160,0.7149354815483093
161,NA,0,10,10,0,161,0.8640804290771484
162,NA,0,10,10,0,162,0.7616176605224609
163,NA,0,10,10,0,163,0.8812772035598755
164,NA,0,10,10,0,164,0.9380245208740234
165,NA,0,10,10,0,165,0.8778268098831177
166,NA,0,10,10,0,166,0.9478647708892822
167,NA,0,10,10,0,167,0.7801325917243958
